Price,Beds,SqFt,Baths,Address,City,Zip,PropertyType,YearBuilt,Community,LotSize,RedfinEstimate,PricePerSqFt,CentralAir,Fireplace,Levels,MainLevelBathrooms,MainLevelBedrooms,Spa,GarageSpaces,ParkingSpaces,Patio,Pool,CommonWalls,Latitude,Longitude,WalkInCloset,KitchenIsland,CloseToOutdoors,HighCeiling,SixtoEightRating,SixtoEightType,SixtoEightDist,NinetoTwelveRating,NinetoTwelveType,NinetoTwelveDist,KtoSixRating,KtoSixType,KtoSixDist,SeventoEightRating,SeventoEightType,SeventoEightDist,KtoFiveRating,KtoFiveType,KtoFiveDist,WalkScore,TransitScore,BikeScore
2000000,4.0,3457.0,4.5,26500 Paseo Infinita,San Juan Capistrano,92675.0,Single Family Residence,2017.0,JS - San Juan South,7280.0,2295735.0,579.0,Yes,Yes,Two,2.0,1.0,Community,1.0,2.0,Yes,Community,No Common Wall,33.470988,-117.667322,Yes,Yes,Yes,No,7.0,Public,2.7,8.0,Public,3.3,,,,,,,5.0,Public,0.6,7.0,,9.0
1960000,5.0,4089.0,4.5,30471 Via Ventana,San Juan Capistrano,92675.0,Single Family Residence,2002.0,JN - San Juan North,10500.0,1995288.0,479.0,Yes,Yes,Two,2.0,1.0,Private,1.0,6.0,Yes,Private,No Common Wall,33.518566,-117.658963,Yes,Yes,Yes,No,6.0,Public,2.4,8.0,Public,2.4,,,,,,,5.0,Public,1.3,17.0,,15.0
1800000,5.0,4116.0,5.5,31901 Paseo Navarra,San Juan Capistrano,92675.0,Single Family Residence,2014.0,OR - Ortega/Orange County,12632.0,1887199.0,437.0,Yes,Yes,Two,2.0,1.0,No,1.0,4.0,Yes,Private,No Common Wall,33.493832,-117.621412,Yes,No,No,No,6.0,Public,3.4,8.0,Public,0.5,,,,,,,5.0,Public,1.5,1.0,,13.0
1610000,5.0,4670.0,4.0,27262 Paseo Peregrino,San Juan Capistrano,92675.0,Single Family Residence,1982.0,JS - San Juan South,10890.0,2019216.0,345.0,Yes,Yes,Two,3.0,4.0,Private,3.0,3.0,No,Private,No Common Wall,33.467976,-117.655513,Yes,No,Yes,Yes,7.0,Public,2.1,8.0,Public,3.0,,,,,,,5.0,Public,0.8,9.0,,12.0
949000,3.0,2159.0,2.5,28251 Via Del Mar,San Juan Capistrano,92675.0,Single Family Residence,2013.0,OR - Ortega/Orange County,4500.0,986931.0,440.0,Yes,Yes,Two,1.0,0.0,No,1.0,2.0,Yes,No,No Common Wall,33.490586,-117.64368,Yes,Yes,Yes,No,6.0,Public,2.1,8.0,Public,1.4,,,,,,,5.0,Public,0.9,2.0,,6.0
890000,3.0,2136.0,2.0,28082 Via Rueda,San Juan Capistrano,92675.0,Single Family Residence,1978.0,OR - Ortega/Orange County,10875.0,1081615.0,417.0,Yes,Yes,Two,1.0,2.0,No,1.0,2.0,Yes,No,No Common Wall,33.499985,-117.640199,No,No,Yes,No,6.0,Public,2.4,8.0,Public,1.0,,,,,,,5.0,Public,0.4,12.0,,26.0
695000,3.0,1615.0,2.5,26582 Briarwood Ln,San Juan Capistrano,92675.0,Single Family Residence,1975.0,JN - San Juan North,4257.0,756176.0,430.0,Yes,Yes,Two,1.0,0.0,Community,1.0,4.0,Yes,Community,No Common Wall,33.537794,-117.666396,Yes,No,Yes,Yes,7.0,Public,4.4,7.0,Public,0.3,,,,,,,5.0,Public,2.5,29.0,,37.0
910000,4.0,1662.0,2.0,28051 Paseo Ventura,San Juan Capistrano,92675.0,Single Family Residence,1976.0,OR - Ortega/Orange County,5000.0,906451.0,548.0,Yes,Yes,One,2.0,4.0,No,1.0,2.0,Yes,No,No Common Wall,33.510032,-117.641268,No,Yes,Yes,No,6.0,Public,2.7,8.0,Public,1.2,,,,,,,5.0,Public,0.5,16.0,,58.0
870000,4.0,1778.0,2.0,31032 Via Cristal,San Juan Capistrano,92675.0,Single Family Residence,1976.0,OR - Ortega/Orange County,7262.0,896702.0,489.0,Yes,Yes,One,2.0,4.0,No,1.0,3.0,Yes,No,No Common Wall,33.512074,-117.637961,Yes,No,Yes,No,6.0,Public,2.9,8.0,Public,1.1,,,,,,,5.0,Public,0.7,6.0,,51.0
1950000,3.0,2506.0,2.5,29582 Trabuco Creek Rd,San Juan Capistrano,92675.0,Single Family Residence,1956.0,JN - San Juan North,61855.0,1827021.0,778.0,Yes,Yes,Two,1.0,2.0,No,1.0,11.0,No,No,No Common Wall,33.533164,-117.667254,Yes,No,No,No,7.0,Public,4.7,7.0,Public,0.6,,,,,,,5.0,Public,2.9,24.0,,26.0
545000,2.0,1512.0,2.5,34101 Via California #32,San Juan Capistrano,92675.0,Condominium,1980.0,JS - San Juan South,1512.0,636872.0,360.0,Yes,Yes,Two,1.0,0.0,No,0.0,2.0,No,Community,2+ Common Walls,33.467674,-117.666649,No,No,No,No,7.0,Public,2.5,8.0,Public,3.5,,,,,,,5.0,Public,0.4,31.0,,17.0
770000,3.0,1624.0,2.0,32171 Avenida Los Amigos,San Juan Capistrano,92675.0,Single Family Residence,1954.0,MA - Mission Area,7200.0,866982.0,474.0,Yes,Yes,One,2.0,3.0,No,2.0,2.0,No,No,No Common Wall,33.495398,-117.661669,No,No,No,No,6.0,Public,1.2,8.0,Public,2.3,,,,,,,3.0,Public,0.9,84.0,,84.0
305000,2.0,834.0,1.0,32075 E Paseo Carolina St S #39,San Juan Capistrano,92675.0,Condominium,1971.0,JS - San Juan South,1400.0,294932.0,366.0,Yes,No,Two,0.0,0.0,Community,1.0,3.0,Yes,Community,2+ Common Walls,33.497143,-117.669962,No,No,No,No,6.0,Public,0.8,8.0,Public,2.8,,,,,,,3.0,Public,0.5,75.0,,74.0
631000,3.0,1308.0,2.0,26445 Evergreen Rd,San Juan Capistrano,92675.0,Single Family Residence,1973.0,JN - San Juan North,3680.0,659740.0,482.0,Yes,No,One,2.0,3.0,No,1.0,4.0,Yes,Community,1 Common Wall,33.534871,-117.668813,No,No,Yes,No,7.0,Public,4.6,7.0,Public,0.5,,,,,,,5.0,Public,2.7,26.0,,50.0
3745000,6.0,8250.0,7.0,30741 Hilltop Way,San Juan Capistrano,92675.0,Single Family Residence,2000.0,OR - Ortega/Orange County,116741.0,3886302.0,454.0,Yes,Yes,Two,4.0,2.0,Private,1.0,20.0,Yes,Private,No Common Wall,33.515161,-117.635231,Yes,Yes,Yes,No,6.0,Public,3.2,8.0,Public,1.2,,,,,,,5.0,Public,1.0,2.0,,15.0
305000,2.0,758.0,1.0,32111 Paseo Carolina #53,San Juan Capistrano,92675.0,Condominium,1971.0,JS - San Juan South,1200.0,311546.0,402.0,Yes,No,One,1.0,2.0,Community,1.0,3.0,Yes,Community,1 Common Wall,33.496722,-117.669824,No,No,No,No,6.0,Public,0.8,8.0,Public,2.8,,,,,,,3.0,Public,0.5,75.0,,74.0
725000,3.0,1166.0,2.0,31736 Via Belardes,San Juan Capistrano,92675.0,Single Family Residence,1973.0,DO - Del Obispo,3724.0,783174.0,622.0,Yes,Yes,One,2.0,3.0,No,1.0,2.0,Yes,No,1 Common Wall,33.502064,-117.668461,No,Yes,Yes,No,6.0,Public,1.2,8.0,Public,2.6,,,,,,,3.0,Public,0.9,59.0,,35.0
1700000,5.0,3183.0,4.0,30183 Hillside,San Juan Capistrano,92675.0,Single Family Residence,1981.0,JN - San Juan North,10240.0,1698117.0,534.0,Yes,Yes,Two,1.0,1.0,Private,1.0,3.0,Yes,Private,No Common Wall,33.524285,-117.64877,Yes,No,Yes,Yes,6.0,Public,3.1,8.0,Public,2.2,,,,,,,5.0,Public,1.4,2.0,,9.0
800000,2.0,1646.0,2.0,27686 Paseo Violeta #38,San Juan Capistrano,92675.0,Condominium,1983.0,OR - Ortega/Orange County,,822125.0,486.0,Yes,Yes,One,2.0,2.0,Community,1.0,2.0,Yes,Community,1 Common Wall,33.498789,-117.647212,No,No,Yes,No,6.0,Public,2.0,8.0,Public,1.4,,,,,,,5.0,Public,0.4,27.0,,56.0
1100000,4.0,3106.0,3.5,31212 Paseo Miraloma,San Juan Capistrano,92675.0,Single Family Residence,1989.0,OR - Ortega/Orange County,7350.0,1270646.0,354.0,Yes,Yes,Two,1.0,1.0,No,1.0,3.0,Yes,No,No Common Wall,33.509926,-117.628912,No,Yes,No,Yes,6.0,Public,3.3,8.0,Public,0.7,,,,,,,5.0,Public,1.0,0.0,,24.0
667500,3.0,1736.0,2.0,27472 Avenida Larga,San Juan Capistrano,92675.0,Condominium,1979.0,OR - Ortega/Orange County,2015.0,706453.0,385.0,Yes,Yes,One,3.0,3.0,Community,1.0,2.0,Yes,Community,1 Common Wall,33.496336,-117.651395,No,No,No,No,6.0,Public,1.7,8.0,Public,1.7,,,,,,,5.0,Public,0.6,24.0,,58.0
614000,4.0,1572.0,2.0,29361 Edgewood Rd,San Juan Capistrano,92675.0,Single Family Residence,1975.0,JS - San Juan South,3552.0,639720.0,391.0,Yes,No,Two,1.0,1.0,Community,2.0,2.0,No,Community,1 Common Wall,33.536548,-117.67045,No,No,Yes,No,7.0,Public,4.5,7.0,Public,0.4,,,,,,,5.0,Public,2.6,24.0,,45.0
760000,3.0,1631.0,2.0,27692 Paseo Violeta #39,San Juan Capistrano,92675.0,Condominium,1983.0,OR - Ortega/Orange County,,798176.0,466.0,Yes,Yes,One,1.0,1.0,Community,1.0,2.0,Yes,Community,1 Common Wall,33.498894,-117.647062,Yes,No,No,No,6.0,Public,2.0,8.0,Public,1.4,,,,,,,5.0,Public,0.3,32.0,,62.0
769000,2.0,1674.0,2.0,32101 Via Flores #76,San Juan Capistrano,92675.0,Condominium,1985.0,OR - Ortega/Orange County,,791348.0,459.0,Yes,Yes,One,2.0,2.0,No,2.0,4.0,No,Community,1 Common Wall,33.496318,-117.645667,No,No,No,No,6.0,Public,2.0,8.0,Public,1.4,,,,,,,5.0,Public,0.5,17.0,,34.0
1875000,4.0,4039.0,4.5,30981 Via Mirador,San Juan Capistrano,92675.0,Single Family Residence,1990.0,JN - San Juan North,9800.0,1923625.0,464.0,Yes,Yes,Two,1.0,0.0,Private,1.0,4.0,No,Private,No Common Wall,33.512978,-117.65854,Yes,Yes,Yes,Yes,6.0,Public,2.1,8.0,Public,2.2,,,,,,,5.0,Public,1.0,60.0,,48.0
1900000,5.0,3954.0,4.0,26672 Via La Jolla,San Juan Capistrano,92675.0,Single Family Residence,2007.0,JS - San Juan South,7529.0,2018041.0,481.0,Yes,Yes,Two,2.0,1.0,Community,1.0,5.0,Yes,Community,No Common Wall,33.473223,-117.664271,Yes,Yes,Yes,No,7.0,Public,2.7,8.0,Public,3.1,,,,,,,5.0,Public,0.8,3.0,,7.0
4240000,6.0,7185.0,7.0,31701 Peppertree,San Juan Capistrano,92675.0,Single Family Residence,1982.0,DO - Del Obispo,63598.0,4397381.0,590.0,Yes,Yes,Two,3.0,1.0,Private,4.0,4.0,Yes,Private,No Common Wall,33.502942,-117.680783,Yes,Yes,No,No,6.0,Public,1.1,8.0,Public,3.3,,,,,,,5.0,Public,1.0,6.0,,20.0
1755000,5.0,4800.0,5.5,31001 Marbella Vis,San Juan Capistrano,92675.0,Single Family Residence,1989.0,JN - San Juan North,9620.0,1922743.0,366.0,Yes,Yes,Two,2.0,1.0,No,1.0,3.0,Yes,No,No Common Wall,33.512698,-117.659649,Yes,Yes,Yes,No,6.0,Public,2.1,8.0,Public,2.3,,,,,,,5.0,Public,1.0,61.0,,48.0
5200000,6.0,9300.0,6.0,30751 Fox Run Ln,San Juan Capistrano,92675.0,Single Family Residence,2008.0,OR - Ortega/Orange County,121968.0,5194379.0,559.0,Yes,Yes,Three Or More,4.0,1.0,Private,1.0,5.0,Yes,Private,No Common Wall,33.515391,-117.640785,Yes,Yes,No,Yes,6.0,Public,3.0,8.0,Public,1.4,,,,,,,5.0,Public,0.9,1.0,,4.0
1265000,4.0,3106.0,3.5,31262 Via Fajita,San Juan Capistrano,92675.0,Single Family Residence,1990.0,OR - Ortega/Orange County,7408.0,1306376.0,407.0,Yes,Yes,Two,1.0,1.0,No,1.0,3.0,No,No,No Common Wall,33.50935,-117.629351,Yes,No,Yes,No,6.0,Public,3.2,8.0,Public,0.7,,,,,,,5.0,Public,1.0,1.0,,28.0
325000,2.0,1012.0,2.0,31558 Calle La Purisima #57,San Juan Capistrano,92675.0,Condominium,1976.0,MA - Mission Area,,382562.0,321.0,Yes,No,One,2.0,2.0,Community,1.0,1.0,Yes,Community,2+ Common Walls,33.50466,-117.666062,No,No,No,No,6.0,Public,1.4,8.0,Public,2.5,,,,,,,3.0,Public,1.1,72.0,,74.0
1610000,6.0,5113.0,4.5,27552 Valley Rim Cir,San Juan Capistrano,92675.0,Single Family Residence,1984.0,JN - San Juan North,13939.0,2037774.0,315.0,Yes,Yes,Two,2.0,1.0,Private,1.0,8.0,Yes,Private,No Common Wall,33.525331,-117.649246,No,Yes,Yes,No,6.0,Public,3.1,8.0,Public,2.2,,,,,,,5.0,Public,1.5,2.0,,9.0
620000,4.0,1358.0,2.0,32945 Calle Del Tesoro,San Juan Capistrano,92675.0,Single Family Residence,1973.0,DO - Del Obispo,2756.0,682970.0,457.0,Yes,Yes,Two,1.0,1.0,Community,1.0,2.0,Yes,Community,No Common Wall,33.484566,-117.683645,No,No,No,No,6.0,Public,0.3,8.0,Public,3.7,,,,,,,5.0,Public,0.4,40.0,,29.0
3350000,5.0,5524.0,7.0,26931 Vista Pointe N,San Juan Capistrano,92675.0,Single Family Residence,1988.0,JN - San Juan North,47916.0,3195740.0,606.0,Yes,Yes,Multi/Split,1.0,1.0,Community,3.0,7.0,No,Community,No Common Wall,33.531127,-117.660193,Yes,Yes,No,Yes,6.0,Public,3.2,8.0,Public,3.0,,,,,,,5.0,Public,2.1,1.0,,2.0
725000,3.0,1535.0,2.5,27893 Camino Del Rio,San Juan Capistrano,92675.0,Single Family Residence,1995.0,OR - Ortega/Orange County,4000.0,779862.0,472.0,Yes,Yes,Two,2.0,1.0,No,1.0,2.0,Yes,Community,No Common Wall,33.493687,-117.644687,No,No,No,Yes,6.0,Public,2.0,8.0,Public,1.4,,,,,,,5.0,Public,0.7,6.0,,19.0
1450000,7.0,3318.0,7.0,26562 Calle Lorenzo,San Juan Capistrano,92675.0,Single Family Residence,1980.0,MA - Mission Area,11326.0,1625636.0,437.0,Yes,Yes,Two,3.0,3.0,No,1.0,8.0,Yes,No,No Common Wall,33.513757,-117.666739,No,No,Yes,No,6.0,Public,1.9,8.0,Public,2.7,,,,,,,4.0,Public,0.8,36.0,,58.0
378600,2.0,806.0,1.0,26422 Paseo Carmel Unit 20A,San Juan Capistrano,92675.0,Condominium,1971.0,MA - Mission Area,43560.0,366351.0,470.0,No,No,One,1.0,2.0,No,2.0,2.0,No,Community,1 Common Wall,33.511041,-117.669111,No,No,No,No,6.0,Public,1.7,7.0,Public,2.1,,,,,,,4.0,Public,0.7,43.0,,60.0
550000,2.0,1047.0,1.0,26646 Paseo Ensenada,San Juan Capistrano,92675.0,Single Family Residence,1971.0,MA - Mission Area,3280.0,623715.0,525.0,Yes,Yes,One,1.0,2.0,No,1.0,2.0,Yes,No,No Common Wall,33.516306,-117.665318,No,No,No,No,6.0,Public,2.1,8.0,Public,2.7,,,,,,,4.0,Public,0.9,28.0,,58.0
286500,1.0,764.0,1.0,32221 Alipaz St #246,San Juan Capistrano,92675.0,Condominium,1979.0,DO - Del Obispo,,315636.0,375.0,No,Yes,One,1.0,1.0,No,1.0,1.0,Yes,Community,2+ Common Walls,33.494903,-117.669803,No,No,No,No,6.0,Public,0.7,8.0,Public,2.8,,,,,,,3.0,Public,0.5,68.0,,82.0
4660000,7.0,9820.0,8.5,31545 Peppertree,San Juan Capistrano,92675.0,Single Family Residence,1998.0,DO - Del Obispo,108900.0,4641261.0,475.0,No,Yes,Two,3.0,2.0,No,6.0,6.0,No,Private,No Common Wall,33.505853,-117.676879,No,No,Yes,No,6.0,Public,1.3,8.0,Public,3.1,,,,,,,5.0,Public,1.2,7.0,,27.0
1625000,5.0,3652.0,4.5,28342 Camino La Ronda,San Juan Capistrano,92675.0,Single Family Residence,1997.0,OR - Ortega/Orange County,12632.0,1677575.0,445.0,Yes,Yes,Two,2.0,1.0,Private,1.0,4.0,No,Private,No Common Wall,33.495763,-117.637136,Yes,No,No,No,6.0,Public,2.5,8.0,Public,0.9,,,,,,,5.0,Public,0.7,5.0,,10.0
816000,3.0,1478.0,2.0,31192 Via Sonora,San Juan Capistrano,92675.0,Single Family Residence,1976.0,OR - Ortega/Orange County,5182.0,848633.0,552.0,Yes,Yes,One,2.0,3.0,No,2.0,2.0,No,No,No Common Wall,33.509796,-117.642045,No,No,No,No,6.0,Public,2.6,8.0,Public,1.2,,,,,,,5.0,Public,0.5,16.0,,58.0
1240000,3.0,1728.0,2.0,32002 Avenida Evita,San Juan Capistrano,92675.0,Single Family Residence,1974.0,DO - Del Obispo,13068.0,1294188.0,718.0,Yes,Yes,One,2.0,3.0,No,1.0,3.0,No,Private,No Common Wall,33.497953,-117.681006,No,No,No,Yes,6.0,Public,0.7,8.0,Public,3.4,,,,,,,5.0,Public,0.6,12.0,,18.0
3085000,4.0,5083.0,3.5,30771 Hunt Club Dr,San Juan Capistrano,92675.0,Single Family Residence,1982.0,OR - Ortega/Orange County,43560.0,3183186.0,607.0,Yes,Yes,Two,3.0,2.0,Private,1.0,11.0,Yes,Private,No Common Wall,33.515924,-117.643712,Yes,Yes,Yes,Yes,6.0,Public,2.8,8.0,Public,1.6,,,,,,,5.0,Public,0.9,5.0,,3.0
630000,3.0,1190.0,2.0,29311 Sonoma Way,San Juan Capistrano,92675.0,Single Family Residence,1975.0,JN - San Juan North,4464.0,671907.0,529.0,No,Yes,One,2.0,3.0,No,2.0,2.0,No,Community,No Common Wall,33.537198,-117.666623,No,No,Yes,No,7.0,Public,4.4,7.0,Public,0.4,,,,,,,5.0,Public,2.6,26.0,,37.0
646000,3.0,1210.0,1.5,32885 Calle Del Tesoro,San Juan Capistrano,92675.0,Single Family Residence,1973.0,DO - Del Obispo,2308.0,708132.0,534.0,Yes,Yes,Two,1.0,3.0,Community,1.0,2.0,Yes,Community,No Common Wall,33.485557,-117.683287,No,No,No,No,6.0,Public,0.3,8.0,Public,3.7,,,,,,,5.0,Public,0.3,40.0,,41.0
1977257,4.0,4198.0,3.5,31591 Paseo Don Jose,San Juan Capistrano,92675.0,Single Family Residence,1973.0,DO - Del Obispo,19602.0,2049727.0,471.0,Yes,Yes,One,4.0,4.0,No,1.0,11.0,No,No,No Common Wall,33.504328,-117.671701,No,Yes,Yes,No,6.0,Public,1.2,8.0,Public,2.8,,,,,,,4.0,Public,0.6,26.0,,38.0
1799000,5.0,4090.0,4.5,31841 Paseo Tarazona,San Juan Capistrano,92675.0,Single Family Residence,2014.0,OR - Ortega/Orange County,13504.0,1902016.0,440.0,Yes,Yes,Two,3.0,3.0,No,1.0,3.0,Yes,Private,No Common Wall,33.494753,-117.62233,Yes,No,Yes,No,6.0,Public,3.3,8.0,Public,0.5,,,,,,,5.0,Public,1.5,1.0,,12.0
315000,2.0,897.0,1.0,26545 Calle San Luis Unit 88B,San Juan Capistrano,92675.0,Condominium,1971.0,MA - Mission Area,,340767.0,351.0,No,No,Two,2.0,2.0,No,1.0,1.0,No,No,1 Common Wall,33.509376,-117.66705,No,No,No,No,6.0,Public,1.7,7.0,Public,2.2,,,,,,,4.0,Public,0.5,51.0,,68.0
975000,4.0,1572.0,2.0,25511 Purple Sage Ln,San Juan Capistrano,92675.0,Single Family Residence,1971.0,DO - Del Obispo,8580.0,1065989.0,620.0,Yes,Yes,One,2.0,4.0,No,1.0,2.0,Yes,No,No Common Wall,33.490216,-117.684465,No,No,No,No,6.0,Public,0.3,8.0,Public,3.6,,,,,,,5.0,Public,0.3,17.0,,27.0
750000,2.0,1779.0,2.0,22 Plaza Caloroso,San Juan Capistrano,92675.0,Condominium,1995.0,OR - Ortega/Orange County,1783.0,771172.0,422.0,No,No,Two,1.0,1.0,No,2.0,2.0,No,No,1 Common Wall,33.51432,-117.656643,No,No,Yes,No,6.0,Public,2.3,8.0,Public,2.1,,,,,,,5.0,Public,1.0,47.0,,32.0
930000,3.0,1794.0,2.0,27991 Via Del Cerro,San Juan Capistrano,92675.0,Single Family Residence,1967.0,OR - Ortega/Orange County,8349.0,1036096.0,518.0,Yes,Yes,One,2.0,3.0,No,1.0,2.0,Yes,Private,No Common Wall,33.503484,-117.641998,No,No,Yes,No,6.0,Public,2.4,8.0,Public,1.1,,,,,,,5.0,Public,0.2,21.0,,50.0
1383168,5.0,3400.0,4.5,31700 Via Pamplona,San Juan Capistrano,92675.0,Single Family Residence,2013.0,OR - Ortega/Orange County,13504.0,1449649.0,407.0,Yes,Yes,Two,2.0,1.0,No,5.0,5.0,No,No,No Common Wall,33.498315,-117.622728,No,No,No,No,6.0,Public,3.3,8.0,Public,0.2,,,,,,,5.0,Public,1.3,3.0,,23.0
1465000,4.0,4648.0,3.5,31302 Via Las Palmas,San Juan Capistrano,92675.0,Single Family Residence,1994.0,OR - Ortega/Orange County,20909.0,1666638.0,315.0,Yes,Yes,Two,2.0,0.0,No,3.0,3.0,Yes,No,No Common Wall,33.50838,-117.630925,Yes,Yes,No,No,6.0,Public,3.1,8.0,Public,0.7,,,,,,,5.0,Public,0.9,0.0,,26.0
2198000,5.0,5357.0,5.5,26091 Calle Cobblestone,San Juan Capistrano,92675.0,Single Family Residence,2002.0,DO - Del Obispo,14810.0,2455076.0,410.0,Yes,Yes,Two,2.0,1.0,Private,1.0,4.0,Yes,Private,No Common Wall,33.497327,-117.676036,Yes,Yes,Yes,Yes,6.0,Public,0.7,8.0,Public,3.1,,,,,,,5.0,Public,0.6,42.0,,28.0
1320000,5.0,3186.0,3.0,31281 Via Cuartel,San Juan Capistrano,92675.0,Single Family Residence,1979.0,OR - Ortega/Orange County,10800.0,1369269.0,414.0,Yes,Yes,Two,1.0,1.0,No,3.0,3.0,No,Private,No Common Wall,33.508414,-117.64707,No,No,No,No,6.0,Public,2.4,8.0,Public,1.5,,,,,,,5.0,Public,0.4,39.0,,68.0
645000,3.0,1680.0,3.0,27062 Via Cocida Unit A,San Juan Capistrano,92675.0,Single Family Residence,1964.0,OR - Ortega/Orange County,1722.0,706584.0,384.0,Yes,Yes,One,3.0,3.0,No,1.0,2.0,No,Community,1 Common Wall,33.491676,-117.658298,No,No,No,No,6.0,Public,1.3,8.0,Public,2.2,,,,,,,5.0,Public,1.1,42.0,,69.0
1999000,4.0,5128.0,5.0,33741 Shannon Ln,San Juan Capistrano,92675.0,Single Family Residence,1987.0,JS - San Juan South,15246.0,2305965.0,390.0,Yes,Yes,Two,1.0,0.0,No,1.0,3.0,No,No,No Common Wall,33.472934,-117.65305,No,Yes,Yes,Yes,7.0,Public,2.3,8.0,Public,2.6,,,,,,,5.0,Public,1.1,2.0,,5.0
1601888,5.0,4280.0,5.5,31472 Paseo Diosa,San Juan Capistrano,92675.0,Single Family Residence,2006.0,OR - Ortega/Orange County,8225.0,1683976.0,374.0,Yes,Yes,Two,1.0,1.0,No,1.0,5.0,Yes,No,No Common Wall,33.508347,-117.653767,Yes,Yes,No,Yes,6.0,Public,2.1,8.0,Public,1.8,,,,,,,5.0,Public,0.6,59.0,,35.0
875000,3.0,1476.0,2.0,28002 Calle San Remo,San Juan Capistrano,92675.0,Single Family Residence,1970.0,OR - Ortega/Orange County,7210.0,965403.0,593.0,Yes,Yes,One,2.0,3.0,No,1.0,4.0,Yes,No,No Common Wall,33.501044,-117.64179,No,No,No,No,6.0,Public,2.4,8.0,Public,1.1,,,,,,,5.0,Public,0.3,18.0,,41.0
399000,3.0,1030.0,1.5,31494 S Los Rios St S #109,San Juan Capistrano,92675.0,Condominium,1978.0,JS - San Juan South,2000.0,410608.0,387.0,Yes,No,Two,1.0,0.0,Community,1.0,3.0,Yes,Community,1 Common Wall,33.505456,-117.665429,No,No,No,No,6.0,Public,1.5,8.0,Public,2.5,,,,,,,3.0,Public,1.2,74.0,,72.0
720000,3.0,1618.0,2.0,26481 Briarwood Ln,San Juan Capistrano,92675.0,Single Family Residence,1974.0,JN - San Juan North,5145.0,776282.0,445.0,Yes,Yes,One,2.0,3.0,Community,2.0,4.0,Yes,Community,No Common Wall,33.539143,-117.66787,No,No,No,Yes,7.0,Public,4.3,7.0,Public,0.2,,,,,,,5.0,Public,2.4,24.0,,47.0
575000,3.0,1548.0,2.5,26523 Calle Lorenzo,San Juan Capistrano,92675.0,Single Family Residence,1966.0,MA - Mission Area,1499.0,675174.0,371.0,Yes,Yes,Two,1.0,0.0,No,1.0,2.0,Yes,No,2+ Common Walls,33.51418,-117.667548,No,No,No,No,6.0,Public,2.0,8.0,Public,2.7,,,,,,,4.0,Public,0.8,41.0,,55.0
770000,3.0,1812.0,2.0,27653 Paseo Alondra,San Juan Capistrano,92675.0,Townhouse,1989.0,OR - Ortega/Orange County,,807393.0,425.0,Yes,No,Two,2.0,3.0,No,1.0,2.0,No,Community,1 Common Wall,33.495058,-117.647577,Yes,No,No,No,6.0,Public,1.9,8.0,Public,1.5,,,,,,,5.0,Public,0.6,8.0,,14.0
890000,4.0,1778.0,2.0,31062 Paseo Valencia,San Juan Capistrano,92675.0,Single Family Residence,1976.0,OR - Ortega/Orange County,7210.0,993439.0,501.0,Yes,Yes,One,2.0,4.0,No,3.0,3.0,Yes,No,No Common Wall,33.511766,-117.637095,No,No,Yes,Yes,6.0,Public,2.9,8.0,Public,1.1,,,,,,,5.0,Public,0.7,6.0,,51.0
325000,2.0,866.0,1.0,31077 Calle San Diego Unit 59D,San Juan Capistrano,92675.0,Condominium,1971.0,MA - Mission Area,,367664.0,375.0,No,No,One,1.0,2.0,No,1.0,1.0,Yes,Community,1 Common Wall,33.511425,-117.668443,No,No,No,No,6.0,Public,1.8,7.0,Public,2.1,,,,,,,4.0,Public,0.7,43.0,,60.0
329000,2.0,1012.0,2.0,31598 Los Rios St #143,San Juan Capistrano,92675.0,Condominium,1978.0,MA - Mission Area,,361754.0,325.0,Yes,No,One,2.0,2.0,No,1.0,1.0,Yes,Community,1 Common Wall,33.504018,-117.664801,No,No,No,No,6.0,Public,1.4,8.0,Public,2.4,,,,,,,3.0,Public,1.1,78.0,,76.0
285000,1.0,764.0,1.0,32221 Alipaz St #240,San Juan Capistrano,92675.0,Condominium,1979.0,DO - Del Obispo,1000.0,307193.0,373.0,Yes,Yes,One,1.0,1.0,Community,1.0,1.0,No,Community,2+ Common Walls,33.494903,-117.669803,Yes,No,No,Yes,6.0,Public,0.7,8.0,Public,2.8,,,,,,,3.0,Public,0.5,68.0,,82.0
625000,3.0,1680.0,2.0,27172 Paseo Burladero Unit A,San Juan Capistrano,92675.0,Condominium,1964.0,OR - Ortega/Orange County,1717.0,675480.0,372.0,Yes,Yes,One,3.0,3.0,No,1.0,2.0,Yes,Community,1 Common Wall,33.493892,-117.656372,Yes,Yes,Yes,No,6.0,Public,1.4,8.0,Public,2.0,,,,,,,5.0,Public,0.9,42.0,,66.0
475000,2.0,1092.0,1.0,26341 Eastview Ct,San Juan Capistrano,92675.0,Single Family Residence,1972.0,JN - San Juan North,2047.0,538802.0,435.0,Yes,No,Two,1.0,2.0,Community,1.0,2.0,No,Community,2+ Common Walls,33.533185,-117.670614,No,No,No,No,7.0,Public,4.8,7.0,Public,0.6,,,,,,,5.0,Public,2.9,25.0,,55.0
690000,3.0,1433.0,2.0,26131 Via Monterey,San Juan Capistrano,92675.0,Single Family Residence,1981.0,DO - Del Obispo,3220.0,745184.0,482.0,No,Yes,One,2.0,3.0,Community,1.0,2.0,Yes,Community,No Common Wall,33.485893,-117.675213,No,No,No,Yes,6.0,Public,0.3,8.0,Public,3.2,,,,,,,5.0,Public,0.4,34.0,,65.0
